n,h,m
2203,7521,N
845,2636,N
724,2203,N
621,1863,N
407,1167,N
444,1290,N
2116,7178,N
444,1276,N
1401,4547,N
1877,6279,N
919,2864,N
2185,7511,N
653,1970,N
2085,7062,N
632,1881,N
1452,4741,N
1529,5021,N
601,1790,N
917,2888,N
956,2986,N
1189,3818,N
939,2930,N
53,122,N
119,298,N
1238,3958,N
454,1310,N
1957,6577,N
1846,6162,N
794,2449,N
1622,5356,N
463,1355,N
2234,7621,N
938,2928,N
878,2717,N
1713,5700,N
101,254,N
1331,4321,N
2070,7013,N
1491,4865,N
1746,5805,N
810,2492,N
778,2380,N
1573,5227,N
1888,6333,N
93,228,N
2186,7434,N
864,2662,N
1200,3814,N
747,2255,N
887,2760,N
1427,4647,N
1659,5497,N
1168,3734,N
583,1741,N
1790,5966,N
1014,3187,N
1821,6111,N
1215,3883,N
2122,7212,N
1033,3252,N
673,2039,N
2127,7198,N
703,2143,N
419,1216,N
1749,5809,N
1147,3660,N
37,82,N
1055,3322,N
1307,4239,N
239,651,N
1685,5569,N
1375,4490,N
1534,5034,N
1109,3521,N
194,513,N
1994,6706,N
1991,6704,N
1057,3370,N
1516,4971,N
2020,6821,N
2024,6848,N
2179,7413,N
46,104,N
1425,4671,N
737,2236,N
1479,4821,N
1197,3839,N
2154,7320,N
2056,6956,N
1975,6642,N
1958,6594,N
1951,6550,N
929,2900,N
2308,7908,N
1381,4518,N
1389,4494,N
1293,4168,N
1828,6109,N
2256,7713,N
839,2576,N
479,1395,N
1151,3669,N
230,624,N
568,1673,N
203,547,N
1664,5502,N
1366,4458,N
1412,4583,N
628,1886,N
1171,3715,N
486,1425,N
2245,7670,N
1894,6353,N
2194,7484,N
1112,3508,N
449,1307,N
2052,6925,N
556,1652,N
693,2093,N
2037,6886,N
89,221,N
498,1457,N
288,795,N
1371,4440,N
1049,3321,N
1022,3216,N
1868,6253,N
452,1318,N
2008,6790,N
638,1946,N
1876,6293,N
360,1017,N
331,931,N
1205,3866,N
1036,3259,N
1246,4003,N
2231,7613,N
2084,7055,N
1345,4395,N
979,3053,N
1492,4880,N
203,543,N
869,2683,N
390,1113,N
1410,4587,N
1664,5514,N
810,2477,N
1193,3791,N
1347,4356,N
6,11,N
2123,7201,N
2070,7011,N
1226,3915,N
2164,7356,N
2122,7208,N
1809,6038,N
1869,6255,N
2070,6994,N
2271,7764,N
2065,6985,N
1858,6204,N
247,678,N
1926,6451,N
1974,6655,N
860,2674,N
371,1060,N
413,1192,N
2278,7792,N
1865,6237,N
655,1978,N
1118,3538,N
594,1760,N
467,1360,N
1604,5335,N
335,950,N
473,1382,N
1824,6105,N
1589,5222,N
1469,4776,N
111,285,N
1900,6389,N
537,1582,N
1500,4897,N
390,1116,N
1239,3978,N
73,176,N
2094,7088,N
305,848,N
819,2524,N
1271,4123,N
1155,3722,N
314,879,N
1964,6611,N
1266,4074,N
164,430,N
530,1565,N
1781,5926,N
323,905,N
2160,7352,N
1439,4693,N
57,134,N
948,2952,N
1610,5319,N
113,286,N
3,5,N
2042,6920,N
1051,3345,N
1673,5546,N
804,2444,N
1300,4188,N
2123,7206,N
1751,5826,N
17,34,N
1980,6671,N
1200,3835,N
680,2053,N
2087,7071,N
1219,3876,N
1411,4590,N
2076,7024,N
1307,4220,N
1809,6016,N
476,1393,N
48,110,N
1689,5584,N
1108,3523,N
1214,3888,N
1656,5477,N
982,3078,N
1482,4837,N
1720,5694,N
1024,3230,N
2003,6750,N
314,877,N
1772,5899,N
1235,3960,N
303,847,N
2275,7777,N
1485,4897,N
426,1226,N
249,683,N
81,194,N
2078,7029,N
293,814,N
1737,5777,N
1803,6030,N
2258,7717,N
2055,6968,N
1289,4174,N
599,1791,N
657,1959,N
783,2380,N
887,2756,N
568,1686,N
1194,3829,N
48,111,N
1036,3262,N
1127,3591,N
452,1319,N
1844,6150,N
394,1138,N
1071,3384,N
1718,5718,N
1887,6330,N
421,1206,N
831,2554,N
176,464,N
1615,5377,N
1207,3863,N
622,1879,N
2001,6743,N
1191,3839,N
1608,5283,N
1797,5993,N
1556,5136,N
1162,3686,N
2228,7603,N
61,140,N
224,607,N
1012,3193,N
482,1400,N
1025,3267,N
486,1423,N
1344,4365,N
1545,5067,N
720,2199,N
1054,3326,N
800,2449,N
1254,4055,N
242,666,N
1663,5500,N
399,1143,N
617,1843,N
1983,6677,N
1125,3590,N
1312,4235,N
1527,5004,N
921,2861,N
791,2436,N
1330,4305,N
2286,7820,N
1214,3875,N
1203,3862,N
992,3098,N
1043,3277,N
1431,4640,N
1586,5225,N
581,1722,N
920,2867,N
1928,6483,N
2043,6913,N
1234,3952,N
572,1682,N
38,86,N
1178,3750,N
1794,5964,N
1152,3677,N
1351,4361,N
1265,4057,N
1839,6146,N
848,2615,N
17,35,N
1443,4704,N
1916,6434,N
1529,5017,N
1815,6073,N
1905,6372,N
1392,4531,N
236,637,N
2095,7111,N
94,236,N
260,718,N
174,457,N
76,183,N
1274,4104,N
2243,7655,N
547,1616,N
1856,6201,N
613,1836,N
1617,5357,N
397,1142,N
2290,7837,N
853,2637,N
1733,5772,N
1499,4905,N
283,779,N
1438,4682,N
1760,5863,N
2035,6869,N
790,2437,N
246,679,N
487,1435,N
2121,7193,N
219,598,N
1034,3253,N
1180,3765,N
496,1437,N
1787,5958,N
2090,7120,N
950,2961,N
1676,5553,N
237,644,N
589,1749,N
2030,6860,N
1725,5735,N
1438,4701,N
510,1505,N
1946,6538,N
2003,6762,N
1528,5011,N
412,1186,N
1697,5602,N
2080,7056,N
194,518,N
95,231,N
786,2423,N
2114,7181,N
2307,7901,N
387,1109,N
1763,5871,N
156,410,N
2126,7211,N
1303,4203,N
2295,7859,N
1051,3319,N
533,1568,N
1859,6197,N
335,952,N
1036,3257,N
494,1447,N
497,1454,N
1165,3732,N
398,1142,N
539,1604,N
1168,3723,N
2285,7814,N
2303,7887,N
427,1229,N
435,1257,N
1249,4005,N
311,872,N
82,201,N
1843,6173,N
898,2790,N
726,2214,N
1588,5270,N
1315,4270,N
1061,3362,N
1886,6326,N
920,2869,N
1350,4353,N
1469,4798,N
1495,4911,N
547,1618,N
731,2228,N
406,1164,N
581,1731,N
1845,6173,N
1282,4147,N
464,1353,N
846,2593,N
173,446,N
908,2808,N
2078,7039,N
1548,5084,N
1926,6473,N
269,743,N
1354,4424,N
1708,5669,N
1240,3998,N
1748,5813,N
1666,5526,N
345,965,N
2264,7742,N
1157,3698,N
2050,6926,N
872,2709,N
1075,3397,N
916,2849,N
22,44,N
1118,3545,N
775,2375,N
73,173,N
871,2704,N
495,1457,N
2294,7854,N
1753,5826,N
1737,5766,N
1132,3600,N
440,1267,N
46,105,N
1408,4610,N
691,2100,N
619,1853,N
662,2005,N
1967,6621,N
891,2760,N
1477,4851,N
859,2654,N
875,2692,N
1705,5635,N
2122,7201,N
29,60,N
258,717,N
2206,7524,N
635,1913,N
759,2339,N
281,780,N
429,1254,N
832,2549,N
2120,7193,N
489,1426,N
606,1812,N
594,1769,N
1515,4952,N
287,804,N
1558,5121,N
1443,4738,N
1082,3427,N
242,668,N
1506,4910,N
86,208,N
1773,5919,N
2052,6921,N
1106,3508,N
1498,4897,N
1170,3741,N
1735,5743,N
485,1402,N
279,770,N
1966,6616,N
509,1487,N
458,1325,N
151,393,N
1256,4046,N
1213,3895,N
392,1119,N
2288,7827,N
1472,4852,N
1253,4036,N
593,1766,N
43,92,N
750,2289,N
1601,5269,N
246,672,N
418,1201,N
59,139,N
2144,7341,N
205,550,N
572,1711,N
1245,3996,N
1187,3792,N
93,231,N
1965,6623,N
183,482,N
420,1212,N
1598,5263,N
1841,6147,N
1893,6363,N
1904,6384,N
1737,5787,N
1280,4113,N
2047,6924,N
1317,4256,N
1450,4750,N
1451,4758,N
284,788,N
1834,6122,N
2176,7399,N
94,234,N
1420,4610,N
979,3071,N
1707,5650,N
2059,6972,N
2072,7001,N
855,2663,N
1034,3265,N
333,934,N
267,737,N
96,236,N
638,1921,N
1944,6542,N
393,1120,N
1156,3705,N
1023,3215,N
2008,6767,N
2298,7866,N
1691,5600,N
189,504,N
2237,7640,N
1560,5131,N
2176,7408,N
534,1572,N
1280,4118,N
776,2384,N
830,2555,N
1621,5344,N
1807,6019,N
1750,5824,N
1114,3508,N
1929,6470,N
1561,5132,N
2216,7553,N
1438,4688,N
288,796,N
2084,7044,N
1812,6052,N
653,1949,N
85,207,N
319,904,N
571,1703,N
24,49,N
1596,5251,N
1606,5307,N
2151,7301,N
162,429,N
2181,7427,N
170,451,N
1803,6020,N
1523,5000,N
1329,4289,N
932,2900,N
665,2007,N
270,742,N
73,175,N
13,26,N
1305,4190,N
524,1530,N
1051,3312,N
1735,5750,N
1597,5257,N
1768,5894,N
1976,6657,N
341,961,N
206,556,N
599,1771,N
556,1651,N
877,2709,N
1339,4322,N
586,1753,N
360,1026,N
1458,4752,N
2113,7164,N
301,832,N
484,1415,N
1844,6173,N
1942,6518,N
1127,3583,N
2285,7817,N
1560,5129,N
1754,5831,N
1143,3636,N
1895,6356,N
464,1347,N
449,1290,N
130,331,N
544,1598,N
2025,6831,N
339,954,N
1064,3366,N
38,85,N
1807,6027,N
306,846,N
434,1249,N
934,2931,N
1235,3958,N
2218,7555,N
1501,4924,N
1287,4139,N
732,2223,N
1573,5215,N
63,147,N
993,3112,N
1799,6002,N
2155,7331,N
2182,7420,N
1491,4868,N
414,1187,N
44,100,N
1547,5089,N
1580,5195,N
1912,6416,N
2260,7722,N
1266,4071,N
208,559,N
830,2562,N
2192,7459,N
1195,3818,N
2070,7014,N
2210,7547,N
1348,4372,N
1406,4598,N
658,1965,N
1277,4109,N
1716,5691,N
2168,7366,N
554,1642,N
2076,7032,N
416,1191,N
437,1252,N
1232,3936,N
1000,3129,N
595,1781,N
836,2585,N
384,1108,N
762,2303,N
185,494,N
345,965,N
1744,5779,N
873,2699,N
789,2416,N
2002,6760,N
1077,3396,N
70,167,N
1598,5301,N
630,1871,N
1120,3562,N
1843,6178,N
2029,6864,N
1615,5318,N
784,2401,N
1301,4202,N
1666,5537,N
1784,5970,N
2069,6998,N
1225,3903,N
1722,5723,N
734,2215,N
440,1270,N
1533,5022,N
2292,7847,N
465,1359,N
1925,6481,N
2152,7309,N
1294,4157,N
1835,6148,N
816,2526,N
269,731,N
2167,7366,N
1766,5887,N
2101,7112,N
176,467,N
965,3027,N
2239,7652,N
1720,5718,N
1201,3834,N
1034,3282,N
26,53,N
70,167,N
1463,4798,N
255,700,N
1613,5324,N
270,743,N
673,2037,N
1904,6395,N
103,259,N
1763,5864,N
1523,4987,N
113,290,N
241,653,N
873,2722,N
1193,3804,N
1217,3885,N
1162,3697,N
2112,7226,N
1171,3759,N
1808,6032,N
1095,3468,N
232,624,N
1655,5460,N
1497,4896,N
2090,7089,N
205,554,N
353,999,N
647,1957,N
2050,6991,N
2134,7244,N
2226,7603,N
1536,5044,N
1344,4368,N
1282,4139,N
1236,3979,N
2208,7529,N
253,683,N
643,1948,N
1176,3739,N
1238,3977,N
1526,5008,N
529,1564,N
19,38,N
1500,4912,N
1301,4198,N
1358,4427,N
1778,5915,N
2126,7229,N
2166,7367,N
728,2203,N
322,905,N
575,1707,N
659,1981,N
572,1700,N
1595,5293,N
1490,4874,N
1850,6201,N
414,1191,N
411,1177,N
2125,7230,N
1517,4995,N
2059,7022,N
543,1597,N
1328,4307,N
2060,6970,N
1375,4436,N
43,95,N
488,1430,N
180,478,N
603,1799,N
1613,5316,N
525,1541,N
773,2360,N
434,1252,N
1264,4052,N
1966,6607,N
2301,7877,N
961,2994,N
402,1163,N
2079,7043,N
643,1916,N
673,2026,N
1759,5869,N
1662,5497,N
1167,3721,N
1264,4071,N
2066,6982,N
2073,7019,N
777,2384,N
2072,7008,N
853,2642,N
948,2957,N
1758,5870,N
1209,3855,N
1081,3455,N
1026,3220,N
268,741,N
132,338,N
2081,7038,N
1662,5490,N
606,1798,N
1251,4013,N
1876,6269,N
1017,3206,N
1485,4848,N
2137,7267,N
795,2434,N
955,2971,N
97,244,N
145,374,N
797,2451,N
1742,5803,N
571,1682,N
285,784,N
692,2084,N
1239,3978,N
2059,6976,N
925,2888,N
2008,6775,N
1875,6292,N
1239,3977,N
1257,4055,N
2214,7546,N
1783,5931,N
1785,5945,N
448,1292,N
1828,6108,N
744,2274,N
1080,3437,N
1989,6715,N
750,2285,N
838,2597,N
749,2303,N
2208,7529,N
2267,7754,N
1349,4381,N
1332,4281,N
561,1677,N
718,2165,N
1627,5380,N
860,2665,N
1242,3977,N
1301,4171,N
776,2370,N
2209,7536,N
1876,6302,N
754,2301,N
1724,5730,N
1352,4371,N
576,1714,N
1527,5012,N
1529,4999,N
1089,3436,N
1815,6074,N
91,228,N
1600,5272,N
1803,6031,N
2218,7564,N
1673,5534,N
142,366,N
2012,6791,N
714,2171,N
117,297,N
1218,3894,N
2149,7311,N
716,2175,N
356,1003,N
334,940,N
828,2542,N
1706,5672,N
49,111,N
1240,4016,N
1411,4586,N
1235,3989,N
615,1836,N
658,1976,N
1412,4610,N
1004,3152,N
900,2809,N
1593,5244,N
539,1589,N
2031,6866,N
1478,4848,N
838,2602,N
424,1231,N
2195,7479,N
1533,5029,N
1202,3851,N
337,950,N
824,2541,N
2192,7465,N
1547,5086,N
1215,3908,N
524,1540,N
1211,3899,N
626,1872,N
1335,4310,N
1742,5788,N
619,1863,N
915,2849,N
339,951,N
628,1881,N
7,13,N
546,1606,N
1276,4126,N
2085,7071,N
1773,5900,N
16,32,N
850,2606,N
801,2477,N
80,195,N
2022,6820,N
1208,3878,N
1764,5867,N
1071,3403,N
2170,7377,N
2303,7885,N
902,2803,N
1961,6594,N
963,3005,N
1131,3594,N
479,1404,N
1116,3546,N
683,2055,N
1202,3838,N
1513,4983,N
211,575,N
1997,6731,N
1988,6703,N
1440,4669,N
1601,5335,N
808,2491,N
836,2563,N
451,1309,N
1658,5463,N
962,2999,N
819,2519,N
1968,6645,N
666,1993,N
210,566,N
1020,3223,N
1721,5697,N
2277,7785,N
1954,6575,N
639,1925,N
2288,7837,N
1589,5261,N
320,897,N
1272,4084,N
1086,3444,N
59,138,N
226,621,N
396,1133,N
499,1454,N
1997,6752,N
1298,4219,N
367,1037,N
1765,5879,N
1697,5623,N
81,196,N
409,1174,N
1783,5933,N
1573,5202,N
1549,5075,N
1020,3220,N
242,663,N
1844,6151,N
1536,5048,N
1335,4336,N
1929,6481,N
748,2283,N
25,51,N
1748,5815,N
2235,7626,N
937,2911,N
1288,4164,N
2068,6992,N
829,2567,N
1807,6025,N
350,992,N
2130,7220,N
1856,6223,N
2212,7552,N
1331,4289,N
996,3126,N
1196,3798,N
2275,7778,N
1323,4311,N
1336,4328,N
1746,5800,N
183,482,N
1855,6186,N
860,2656,N
29,60,N
2111,7175,N
710,2146,N
2224,7580,N
705,2113,N
504,1474,N
409,1178,N
689,2087,N
1564,5180,N
1977,6662,N
677,2049,N
401,1142,N
1730,5764,N
235,644,N
1774,5913,N
2084,7048,N
1623,5355,N
792,2435,N
974,3045,N
2213,7540,N
689,2075,N
1195,3814,N
451,1315,N
1113,3540,N
97,242,N
1984,6669,N
2248,7678,N
1965,6631,N
1319,4269,N
1993,6716,N
1243,3992,N
489,1431,N
1590,5227,N
1723,5743,N
1585,5259,N
1840,6158,N
1869,6256,N
1760,5876,N
1904,6376,N
2223,7588,N
1811,6041,N
1934,6521,N
1291,4155,N
1497,4900,N
655,1969,N
962,3013,N
1858,6195,N
54,123,N
1458,4796,N
487,1421,N
1158,3676,N
1773,5898,N
1659,5493,N
740,2249,N
1852,6198,N
1672,5545,N
1958,6578,N
1010,3188,N
1365,4418,N
1532,5020,N
802,2468,N
869,2693,N
1237,3973,N
1625,5361,N
1102,3504,N
1832,6126,N
1185,3801,N
353,991,N
1165,3719,N
817,2514,N
948,2961,N
2169,7382,N
649,1947,N
1501,4936,N
927,2866,N
859,2674,N
1853,6212,N
1424,4642,N
1206,3856,N
1911,6403,N
1950,6570,N
2223,7582,N
870,2698,N
405,1159,N
1046,3302,N
180,474,N
507,1488,N
2148,7302,N
2052,6943,N
1047,3313,N
399,1145,N
359,1011,N
663,2007,N
1947,6539,N
914,2876,N
498,1459,N
677,2028,N
1349,4376,N
1170,3721,N
2059,6960,N
1681,5567,N
1616,5311,N
2216,7561,N
158,419,N
517,1521,N
184,486,N
681,2067,N
876,2696,N
666,2009,N
2176,7396,N
1144,3642,N
1806,6009,N
918,2852,N
871,2685,N
1368,4437,N
1592,5224,N
1483,4829,N
927,2864,N
1927,6473,N
1768,5867,N
381,1088,N
469,1367,N
1968,6633,N
1850,6190,N
506,1473,N
1479,4878,N
300,826,N
1520,5004,N
140,361,N
805,2483,N
330,924,N
1707,5693,N
72,174,N
1502,4921,N
1397,4541,N
693,2097,N
2085,7052,N
1061,3373,N
481,1401,N
129,327,N
1745,5785,N
759,2306,N
602,1798,N
1202,3855,N
854,2627,N
2161,7350,N
1757,5847,N
1752,5829,N
2184,7437,N
589,1748,N
138,352,N
1141,3656,N
431,1253,N
1992,6721,N
1674,5564,N
557,1650,N
806,2476,N
2251,7683,N
317,894,N
2098,7107,N
1285,4148,N
1262,4061,N
1391,4511,N
45,101,N
1271,4093,N
744,2258,N
1145,3633,N
682,2068,N
214,574,N
1876,6278,N
1749,5815,N
1381,4480,N
622,1848,N
1433,4684,N
1837,6146,N
2133,7250,N
2100,7134,N
567,1690,N
1778,5929,N
1596,5265,N
908,2826,N
534,1573,N
1972,6626,N
342,966,N
1667,5521,N
966,3032,N
752,2299,N
1522,5009,N
973,3043,N
1853,6193,N
1116,3556,N
949,2967,N
1944,6553,N
1240,4005,N
1264,4076,N
750,2289,N
371,1058,N
912,2840,N
2101,7131,N
1999,6753,N
1522,4996,N
1995,6729,N
1648,5461,N
759,2312,N
161,422,N
89,218,N
620,1865,N
290,810,N
310,867,N
1529,5043,N
620,1858,N
1091,3491,N
1341,4336,N
1596,5246,N
1166,3730,N
1589,5236,N
788,2423,N
1761,5870,N
275,759,N
1390,4499,N
909,2847,N
1381,4474,N
32,70,N
1412,4622,N
1636,5395,N
1676,5545,N
643,1936,N
1366,4432,N
2015,6807,N
2118,7186,N
1705,5651,N
1424,4628,N
638,1928,N
993,3112,N
1135,3620,N
800,2460,N
1104,3495,N
663,1989,N
1831,6114,N
1756,5854,N
1469,4812,N
1151,3685,N
2248,7676,N
1482,4838,N
645,1931,N
1256,4042,N
1752,5828,N
724,2198,N
2100,7123,N
1943,6524,N
27,58,N
1750,5819,N
1100,3478,N
804,2461,N
727,2228,N
2269,7756,N
1630,5383,N
1204,3834,N
1048,3313,N
2303,7886,N
2245,7657,N
1514,4962,N
1536,5028,N
233,635,N
1842,6145,N
541,1602,N
1050,3311,N
1719,5703,N
1156,3685,N
826,2549,N
414,1188,N
1147,3646,N
1402,4552,N
825,2539,N
1630,5385,N
770,2379,N
1850,6200,N
2048,6917,N
2188,7454,N
703,2137,N
338,945,N
1563,5127,N
1692,5615,N
1020,3204,N
1206,3869,N
116,295,N
2309,7911,N
2161,7351,N
2009,6773,N
1793,5991,N
152,395,N
1134,3600,N
1508,4940,N
863,2670,N
618,1852,N
2025,6848,N
2296,7858,N
1731,5752,N
1178,3764,N
511,1508,N
328,922,N
1745,5804,N
319,896,N
1161,3738,N
241,659,N
1850,6194,N
2210,7535,N
192,517,N
787,2411,N
1123,3545,N
462,1346,N
928,2885,N
381,1093,N
1253,4029,N
814,2511,N
1676,5557,N
2108,7148,N
303,853,N
1538,5021,N
1666,5534,N
1753,5826,N
2293,7850,N
1221,3934,N
1249,4023,N
2128,7231,N
421,1215,N
2189,7452,N
1457,4741,N
1912,6412,N
155,410,N
364,1043,N
877,2721,N
1140,3630,N
1068,3384,N
434,1260,N
1235,3989,N
1350,4394,N
2019,6819,N
1856,6204,N
2193,7478,N
334,938,N
280,777,N
1375,4451,N
1993,6735,N
1114,3543,N
610,1833,N
2199,7482,N
2116,7172,N
1795,5973,N
1650,5463,N
1238,4001,N
294,820,N
1114,3537,N
212,567,N
322,902,N
1939,6509,N
1022,3214,N
1118,3542,N
1288,4142,N
1737,5783,N
1479,4884,N
1198,3821,N
1352,4400,N
1116,3564,N
819,2544,N
1982,6674,N
1122,3553,N
1071,3387,N
1402,4546,N
1301,4201,N
374,1067,N
1765,5867,N
511,1506,N
168,445,N
921,2864,N
362,1022,N
175,460,N
160,418,N
1545,5046,N
930,2888,N
1371,4424,N
1071,3376,N
716,2191,N
1365,4408,N
1600,5261,N
1175,3756,N
172,457,N
285,795,N
1925,6444,N
1454,4759,N
22,47,N
1906,6409,N
1450,4738,N
1543,5052,N
253,696,N
851,2623,N
1054,3317,N
909,2817,N
1400,4562,N
664,1992,N
1989,6710,N
1694,5620,N
871,2687,N
335,940,N
1312,4257,N
244,665,N
2305,7892,N
914,2829,N
1230,3943,N
1229,3942,N
1578,5191,N
487,1430,N
790,2424,N
891,2766,N
1331,4331,N
1460,4787,N
709,2130,N
250,686,N
1912,6427,N
2206,7511,N
1842,6149,N
1429,4660,N
2261,7734,N
1379,4460,N
164,432,N
2055,6946,N
2260,7718,N
92,233,N
1540,5059,N
624,1868,N
1688,5585,N
1792,5995,N
1249,4040,N
1908,6405,N
1333,4315,N
266,734,N
774,2387,N
1603,5278,N
780,2402,N
290,810,N
1609,5357,N
738,2233,N
1942,6565,N
1725,5718,N
346,981,N
1776,5925,N
554,1638,N
943,2921,N
1114,3535,N
119,305,N
1144,3635,N
1001,3160,N
2087,7061,N
1420,4621,N
2218,7574,N
115,289,N
2008,6787,N
1511,4951,N
2240,7648,N
1693,5629,N
945,2956,N
1932,6494,N
1353,4380,N
1709,5663,N
1329,4328,N
1404,4626,N
137,351,N
1010,3179,N
274,762,N
1717,5688,N
2305,7893,N
1979,6669,N
1239,3964,N
2280,7806,N
534,1568,N
131,338,N
757,2307,N
1337,4316,N
646,1956,N
626,1876,N
610,1828,N
2270,7756,N
90,219,N
5,9,N
781,2405,N
1711,5677,N
784,2398,N
1372,4452,N
840,2595,N
2184,7434,N
1533,5030,N
1481,4827,N
193,518,N
1134,3613,N
571,1689,N
1317,4263,N
1856,6210,N
656,1964,N
2025,6827,N
1449,4724,N
1903,6383,N
1664,5500,N
1261,4074,N
184,490,N
2281,7801,N
1186,3809,N
356,1004,N
931,2898,N
1670,5537,N
2300,7875,N
1641,5422,N
1757,5849,N
2277,7782,N
759,2347,N
1370,4467,N
1127,3589,N
1614,5341,N
434,1255,N
1249,4061,N
1615,5323,N
1560,5133,N
911,2844,N
192,517,N
2124,7211,N
1429,4698,N
1398,4545,N
2060,6960,N
1822,6078,N
1830,6120,N
1367,4425,N
1662,5503,N
368,1041,N
328,918,N
1794,5984,N
1576,5224,N
255,694,N
1698,5633,N
1774,5904,N
586,1742,N
1587,5218,N
1142,3659,N
898,2787,N
80,195,N
498,1473,N
876,2724,N
1463,4805,N
1226,3923,N
1752,5823,N
736,2226,N
1038,3272,N
793,2422,N
486,1441,N
1371,4444,N
1234,3952,N
448,1289,N
7,13,N
1892,6348,N
2238,7637,N
639,1925,N
538,1591,N
537,1578,N
564,1678,N
985,3075,N
1030,3250,N
622,1869,N
2020,6825,N
1278,4155,N
1915,6430,N
662,1989,N
537,1587,N
1931,6499,N
1992,6714,N
1843,6172,N
1517,4966,N
1575,5222,N
1998,6787,N
1101,3474,N
1070,3394,N
1774,5910,N
810,2486,N
1283,4155,N
1507,4921,N
831,2567,N
1923,6462,N
1050,3294,N
2252,7694,N
86,210,N
1938,6511,N
245,672,N
1560,5128,N
1188,3801,N
2243,7655,N
971,3033,N
247,675,N
476,1392,N
1332,4300,N
1354,4414,N
440,1267,N
421,1219,N
365,1028,N
990,3087,N
473,1376,N
1392,4550,N
631,1903,N
521,1529,N
1286,4170,N
1829,6110,N
1335,4298,N
1674,5565,N
172,451,N
852,2640,N
106,266,N
1758,5834,N
353,1002,N
122,317,N
1391,4535,N
656,1974,N
1750,5815,N
1225,3925,N
2252,7697,N
15,30,N
1596,5275,N
1588,5228,N
73,174,N
1978,6676,N
674,2036,N
2095,7102,N
1471,4794,N
546,1600,N
1458,4813,N
1684,5558,N
559,1651,N
281,779,N
1803,5993,N
552,1638,N
684,2062,N
412,1183,N
1565,5138,N
1430,4704,N
1137,3607,N
1242,3974,N
627,1881,N
490,1422,N
236,642,N
38,85,N
490,1434,N
1509,4984,N
1357,4431,N
218,595,N
2172,7388,N
353,997,N
1941,6520,N
623,1862,N
1349,4402,N
164,428,N
2125,7203,N
1640,5429,N
494,1438,N
491,1430,N
1097,3467,N
752,2281,N
731,2218,N
1944,6532,N
54,125,N
1109,3546,N
1354,4386,N
574,1701,N
403,1156,N
283,775,N
1400,4533,N
2047,6928,N
1852,6207,N
196,525,N
453,1298,N
156,406,N
890,2767,N
265,730,N
434,1256,N
1498,4915,N
646,1941,N
522,1541,N
495,1456,N
1881,6303,N
499,1448,N
377,1068,N
1659,5497,N
2219,7558,N
791,2426,N
1267,4075,N
1028,3217,N
1732,5753,N
632,1923,N
583,1732,N
1198,3824,N
134,345,N
2309,7912,N
650,1948,N
2232,7629,N
681,2058,N
916,2861,N
1869,6277,N
580,1720,N
870,2683,N
705,2140,N
1945,6543,N
234,640,N
2261,7714,N
119,304,N
965,3040,N
1055,3326,N
2304,7890,N
1182,3796,N
915,2859,N
1221,3897,N
1831,6116,N
2277,7791,N
1754,5832,N
851,2616,N
1011,3187,N
135,348,N
1018,3195,N
1239,3971,N
430,1241,N
1372,4457,N
1367,4469,N
452,1317,N
2167,7376,N
468,1360,N
348,994,N
530,1554,N
462,1345,N
332,936,N
515,1505,N
2208,7532,N
1017,3200,N
2087,7063,N
1082,3421,N
264,728,N
449,1307,N
253,697,N
37,80,N
230,624,N
874,2715,N
1463,4804,N
693,2101,N
2115,7185,N
1716,5704,N
1214,3881,N
310,861,N
1138,3622,N
836,2582,N
1991,6710,N
725,2218,N
1420,4645,N
1547,5093,N
1627,5366,N
1975,6651,N
1673,5530,N
218,580,N
1876,6290,N
1326,4298,N
792,2438,N
1839,6145,N
798,2432,N
2276,7784,N
1553,5094,N
802,2442,N
2283,7808,N
559,1654,N
664,1998,N
15,30,N
1296,4198,N
1339,4326,N
1720,5718,N
838,2585,N
507,1486,N
1218,3900,N
505,1486,N
963,3006,N
1272,4093,N
1510,4968,N
1396,4531,N
126,319,N
1189,3827,N
597,1784,N
159,422,N
1701,5625,N
45,103,N
1555,5149,N
1690,5578,N
786,2403,N
118,301,N
1977,6666,N
1895,6343,N
285,798,N
1682,5555,N
2152,7315,N
1986,6687,N
1497,4905,N
2288,7823,N
1071,3399,N
163,424,N
1598,5259,N
1941,6513,N
446,1286,N
1065,3351,N
2022,6827,N
1686,5602,N
709,2140,N
1079,3407,N
1480,4847,N
562,1680,N
230,625,N
2006,6768,N
950,2976,N
1204,3847,N
1995,6740,N
2251,7700,N
934,2920,N
1467,4793,N
1762,5871,N
2111,7164,N
617,1865,N
1923,6439,N
185,499,N
2027,6853,N
558,1659,N
716,2161,N
336,952,N
818,2516,N
2282,7805,N
830,2569,N
986,3101,N
1735,5769,N
654,1953,N
2181,7427,N
1499,4967,N
1934,6494,N
1750,5833,N
904,2798,N
230,627,N
427,1236,N
2027,6897,N
2092,7105,N
1998,6736,N
18,37,N
957,2995,N
2115,7174,N
1120,3559,N
807,2493,N
518,1524,N
719,2175,N
1205,3835,N
1333,4298,N
1874,6278,N
127,322,N
529,1549,N
231,630,N
1049,3282,N
1501,4914,N
1731,5753,N
932,2896,N
1249,4034,N
51,116,N
1390,4551,N
1715,5701,N
2294,7849,N
51,113,N
778,2377,N
1681,5562,N
1133,3609,N
2196,7474,N
973,3050,N
1700,5638,N
2220,7565,N
471,1365,N
629,1895,N
538,1584,N
542,1597,N
